date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:27:50	7771/7771	---MCZ	200	added ('OK')	application/javascript	etag:W/%220ad8cd480e8473aab4f881ebe580bd33%22	https://app.brancher.ai/_next/static/chunks/1910-cb4efdbe9337d8fe.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/1910-cb4efdbe9337d8fe.js	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:50	14638/14638	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b24c4023015ad239c61a5148a7542dbe%22	https://app.brancher.ai/_next/static/chunks/1559-3f590f4b5859789e.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/1559-3f590f4b5859789e.js	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:50	9494/9494	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ff26b11d30c6be59c57a7a26c5d31e37%22	https://app.brancher.ai/_next/static/chunks/5912-232d9712af61516c.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/5912-232d9712af61516c.js	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:51	81441/81441	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f58b899a9b3fe6be3dcb280f5fd9d96%22	https://app.brancher.ai/_next/static/chunks/9340-bdc13ffd5f7b6558.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/9340-bdc13ffd5f7b6558.js	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:51	871/871	---M--	200	added ('OK')	image/png	etag:%22eacae69a2a7a4e247eb3319510b4aa0f%22	https://app.brancher.ai/favicon-32x32.png	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/favicon-32x32.png	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:51	754/754	---M--	200	added ('OK')	image/png	etag:%2237237ad562c1226c3442ca7816842841%22	https://app.brancher.ai/favicon-16x16.png	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/favicon-16x16.png	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:52	30557/30557	---MCZ	200	added ('OK')	application/javascript	etag:W/%227491f9d0b7c101b3803695188146986c%22	https://app.brancher.ai/_next/static/chunks/app/(public)/%5Bslug%5D/page-e54c2f34ed7b12ae.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/app/(public)/[slug]/page-e54c2f34ed7b12ae.js	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:52	1882/1882	---M--	200	added ('OK')	image/png	etag:%22b2f5abb5222f0b44eeea97ddc91fa772%22	https://app.brancher.ai/apple-touch-icon.png	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/apple-touch-icon.png	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:52	123822/123822	---MCZ	200	added ('OK')	application/javascript	etag:W/%2250f92580a4f04bca89002ca06739e9eb%22	https://app.brancher.ai/_next/static/chunks/6496-16f8d55cf9911ee8.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/6496-16f8d55cf9911ee8.js	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:53	426/426	---M--	200	added ('OK')	application/manifest+json	etag:%22b9aa277fcfc34c31db6c7a7ea3469b8c%22	https://app.brancher.ai/site.webmanifest	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/site.webmanifest	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:53	1070/1070	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224a287f99d5cc7fd3ddd94aebbcb10802%22	https://app.brancher.ai/safari-pinned-tab.svg	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/safari-pinned-tab.svg	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:55	2516/2516	---M--	200	added ('OK')	font/woff2	etag:%22d84d7157146a9c9347d9c07d172dc651%22	https://app.brancher.ai/_next/static/media/78187650dd6b50b3-s.woff2	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/media/78187650dd6b50b3-s.woff2	(from https://app.brancher.ai/_next/static/css/6d2afdb868033c90.css)
14:27:55	91460/91460	---MCZ	200	added ('OK')	application/javascript	etag:W/%22837c0df77fd5009c9e46d446188ecfd0%22	https://app.brancher.ai/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:55	21712/21712	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jan%202024%2008:57:54%20GMT	https://app.brancher.ai/user/yaNDQ1aSLLgz	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/user/yaNDQ1aSLLgz.html	(from https://app.brancher.ai/9dd5e36b-d972-47dc-9c80-2fb22fd0f500)
14:27:56	14228/14228	---M--	200	added ('OK')	font/woff2	etag:%224f8626e31885b0732c32a2358239d9cf%22	https://app.brancher.ai/_next/static/media/4529092560591ab4-s.woff2	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/media/4529092560591ab4-s.woff2	(from https://app.brancher.ai/_next/static/css/6d2afdb868033c90.css)
14:27:56	9176/9176	---M--	200	added ('OK')	font/woff2	etag:%226c7142c441804cd078afe45be959fa78%22	https://app.brancher.ai/_next/static/media/b8222d26e20b2e06-s.woff2	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/media/b8222d26e20b2e06-s.woff2	(from https://app.brancher.ai/_next/static/css/6d2afdb868033c90.css)
14:27:56	8284/8284	---M--	200	added ('OK')	font/woff2	etag:%2254718ab24898dc8cd382ef3f285cfd0d%22	https://app.brancher.ai/_next/static/media/008f2e8b4aae291f-s.woff2	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/media/008f2e8b4aae291f-s.woff2	(from https://app.brancher.ai/_next/static/css/6d2afdb868033c90.css)
14:27:57	14878/14878	---MCZ	200	added ('OK')	text/css	etag:W/%22d9940ef2cc2d638126c218be436024e9%22	https://app.brancher.ai/_next/static/css/7c70179ec8ffbe1a.css	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/css/7c70179ec8ffbe1a.css	(from https://app.brancher.ai/user/yaNDQ1aSLLgz)
14:27:57	8410/8410	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b584c1fd3d382875bb1ce4d1b8d9354b%22	https://app.brancher.ai/_next/static/chunks/652-fa36f9f3c8c7b603.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/652-fa36f9f3c8c7b603.js	(from https://app.brancher.ai/user/yaNDQ1aSLLgz)
14:27:57	13157/13157	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b6953590d668cde0d26b99a2ac2c8dad%22	https://app.brancher.ai/_next/static/chunks/3680-d006857a9fb8dafd.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/3680-d006857a9fb8dafd.js	(from https://app.brancher.ai/user/yaNDQ1aSLLgz)
14:27:57	14784/14784	---M--	200	added ('OK')	font/woff2	etag:%223942629d96d5cee049ce769cefb891e1%22	https://app.brancher.ai/_next/static/media/3c46462b57ac880e-s.woff2	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/media/3c46462b57ac880e-s.woff2	(from https://app.brancher.ai/_next/static/css/6d2afdb868033c90.css)
14:27:59	10688/10688	---MCZ	200	added ('OK')	application/javascript	etag:W/%221abbd91fecf5ef737a6e4b977f5c9dd0%22	https://app.brancher.ai/_next/static/chunks/app/(public)/user/%5Bslug%5D/page-9b6f3a3c8905ee74.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/app/(public)/user/[slug]/page-9b6f3a3c8905ee74.js	(from https://app.brancher.ai/user/yaNDQ1aSLLgz)
14:28:00	56706/56706	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d517aaa34245d903ab6da1dca734194d%22	https://app.brancher.ai/_next/static/chunks/6587-8f94884a117229c2.js	C:/Users/venka/Documents/local%20food%20finder/app.brancher.ai/_next/static/chunks/6587-8f94884a117229c2.js	(from https://app.brancher.ai/user/yaNDQ1aSLLgz)
